===============================================================================
Id,,len,datetime,open,high,low,close,volume,openinterest,TestStrategy,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus,DrawDown,len,drawdown,maxdrawdown
359,,359,2019-10-15 14:00:00,87.7045097614339,87.8212156959135,87.48082338701461,87.59752932149424,6927600.0,0.0,TestStrategy,359,737347.5833333334,Broker,359,765822.9063521937,1028615.4943166764,BuySell,359,,,Trades - Net Profit/Loss,359,,,DrawDown,359,0.6397618928220157,2.4873855750806046
360,,360,2019-10-15 15:00:00,87.59752932149424,87.7920392122936,87.5197253651745,87.72396075051383,7206000.0,0.0,TestStrategy,360,737347.625,Broker,360,765822.9063521937,1028994.7886037352,BuySell,360,,,Trades - Net Profit/Loss,360,,,DrawDown,360,0.603123546537055,2.4873855750806046
361,,361,2019-10-16 10:30:00,88.21023547751223,89.28003987690875,88.04490207033277,88.589529764571,27297100.0,0.0,TestStrategy,361,737348.4375,Broker,361,765822.9063521937,1031591.4956459067,BuySell,361,,,Trades - Net Profit/Loss,361,,,DrawDown,361,0.3522917912015535,2.4873855750806046
362,,362,2019-10-16 11:30:00,88.6187062481909,88.84239262261016,88.0351765757928,88.35611789561176,8247300.0,0.0,TestStrategy,362,737348.4791666666,Broker,362,765822.9063521937,1030891.260039029,BuySell,362,,,Trades - Net Profit/Loss,362,,,DrawDown,362,0.4199318151122512,2.4873855750806046
363,,363,2019-10-16 14:00:00,88.21023547751223,88.3755688846917,88.01572558671286,88.21996097205219,5792700.0,0.0,TestStrategy,363,737348.5833333334,Broker,363,765822.9063521937,1030482.7892683502,BuySell,363,,,Trades - Net Profit/Loss,363,,,DrawDown,363,0.4593884957268295,2.4873855750806046
364,,364,2019-10-16 15:00:00,88.22968646659216,88.62843174273087,88.01572558671286,88.0935295430326,8570600.0,0.0,TestStrategy,364,737348.625,Broker,364,765822.9063521937,1030103.4949812915,BuySell,364,,,Trades - Net Profit/Loss,364,,,DrawDown,364,0.49602684201179026,2.4873855750806046
365,,365,2019-10-17 10:30:00,88.69651020451064,89.61070669126767,88.17133349935236,89.13415745880923,25618400.0,0.0,TestStrategy,365,737349.4375,Broker,365,765822.9063521937,1033225.3787286214,BuySell,365,,,Trades - Net Profit/Loss,365,,,DrawDown,365,0.19446506874325153,2.4873855750806046
366,,366,2019-10-17 11:30:00,89.12443196426926,89.57180471310778,89.05635350248946,89.52317724040795,13523600.0,0.0,TestStrategy,366,737349.4791666666,Broker,366,765822.9063521937,1034392.4380734175,BuySell,366,,,Trades - Net Profit/Loss,366,,,DrawDown,366,0.08173169555876293,2.4873855750806046
367,,367,2019-10-17 14:00:00,89.49400075678804,89.49400075678804,88.90074558984998,89.26058888782882,10051500.0,0.0,TestStrategy,367,737349.5833333334,Broker,367,765822.9063521937,1033604.6730156802,BuySell,367,,,Trades - Net Profit/Loss,367,,,DrawDown,367,0.15782672245829077,2.4873855750806046
368,,368,2019-10-17 15:00:00,89.26058888782882,89.28003987690875,88.89102009531001,89.202235920589,12749200.0,0.0,TestStrategy,368,737349.625,Broker,368,765822.9063521937,1033429.6141139606,BuySell,368,,,Trades - Net Profit/Loss,368,,,DrawDown,368,0.1747367284359736,2.4873855750806046
369,,369,2019-10-18 10:30:00,89.76631460390715,89.9121970220067,88.87156910623007,89.18278493150906,15083900.0,0.0,TestStrategy,369,737350.4375,Broker,369,765822.9063521937,1033371.2611467208,BuySell,369,,,Trades - Net Profit/Loss,369,,,DrawDown,369,0.18037339709519748,2.4873855750806046
370,,370,2019-10-18 11:30:00,89.18278493150906,89.19251042604903,88.13243152119249,88.1907844884323,11657000.0,0.0,TestStrategy,370,737350.4791666666,Broker,370,765822.9063521937,1030395.2598174906,BuySell,370,,,Trades - Net Profit/Loss,370,,,DrawDown,370,0.46784349871565967,2.4873855750806046
371,,371,2019-10-18 14:00:00,88.1907844884323,88.40474536831161,87.30576448529517,87.52945085971444,15079200.0,0.0,TestStrategy,371,737350.5833333334,Broker,371,765822.9063521937,1028411.2589313369,BuySell,371,,,Trades - Net Profit/Loss,371,,,DrawDown,371,0.6594902331293161,2.4873855750806046
372,,372,2019-10-18 15:00:00,87.5197253651745,87.69478426689392,87.22796052897543,87.28631349621524,17270900.0,0.0,TestStrategy,372,737350.625,Broker,372,765822.9063521937,1027681.8468408394,BuySell,372,,,Trades - Net Profit/Loss,372,,,DrawDown,372,0.7299485913696201,2.4873855750806046
373,,373,2019-10-21 10:30:00,87.01399964909614,87.96709811401303,86.51799942755774,87.72396075051383,16762400.0,0.0,TestStrategy,373,737353.4375,Broker,373,765822.9063521937,1028994.7886037352,BuySell,373,,,Trades - Net Profit/Loss,373,,,DrawDown,373,0.603123546537055,2.4873855750806046
374,,374,2019-10-21 11:30:00,87.72396075051383,87.78231371775364,87.28631349621524,87.54890184879437,6092100.0,0.0,TestStrategy,374,737353.4791666666,Broker,374,765822.9063521937,1028469.6118985768,BuySell,374,,,Trades - Net Profit/Loss,374,,,DrawDown,374,0.653853564470081,2.4873855750806046
375,,375,2019-10-21 14:00:00,87.54890184879437,87.90874514677321,87.35439195799502,87.40301943069487,5455200.0,0.0,TestStrategy,375,737353.5833333334,Broker,375,765822.9063521937,1028031.9646442783,BuySell,375,,,Trades - Net Profit/Loss,375,,,DrawDown,375,0.6961285794142656,2.4873855750806046
376,,376,2019-10-21 15:00:00,87.39329393615489,87.71423525597385,87.23768602351541,87.59752932149424,7780400.0,0.0,TestStrategy,376,737353.625,Broker,376,765822.9063521937,1028615.4943166764,BuySell,376,,,Trades - Net Profit/Loss,376,,,DrawDown,376,0.6397618928220157,2.4873855750806046
377,,377,2019-10-22 10:30:00,88.29776492837196,88.29776492837196,87.15015657265569,87.29603899075522,12826600.0,0.0,TestStrategy,377,737354.4375,Broker,377,765822.9063521937,1027711.0233244593,BuySell,377,,,Trades - Net Profit/Loss,377,,,DrawDown,377,0.7271302570400026,2.4873855750806046
378,,378,2019-10-22 11:30:00,87.28631349621524,87.72396075051383,87.27658800167528,87.29603899075522,5767100.0,0.0,TestStrategy,378,737354.4791666666,Broker,378,765822.9063521937,1027711.0233244593,BuySell,378,,,Trades - Net Profit/Loss,378,,,DrawDown,378,0.7271302570400026,2.4873855750806046
379,,379,2019-10-22 14:00:00,87.29603899075522,87.62670580511414,87.2085095398955,87.4613723979347,4295000.0,0.0,TestStrategy,379,737354.5833333334,Broker,379,765822.9063521937,1028207.0235459977,BuySell,379,,,Trades - Net Profit/Loss,379,,,DrawDown,379,0.6792185734365941,2.4873855750806046
380,,380,2019-10-22 15:00:00,87.47109789247463,87.98654910309295,87.38356844161493,87.81149020137354,8190400.0,0.0,TestStrategy,380,737354.625,Broker,380,765822.9063521937,1029257.3769563143,BuySell,380,,,Trades - Net Profit/Loss,380,,,DrawDown,380,0.577758537570542,2.4873855750806046
381,,381,2019-10-23 10:30:00,87.72396075051383,88.14215701573245,87.32521547437513,87.47109789247463,12493300.0,0.0,TestStrategy,381,737355.4375,Broker,381,765822.9063521937,1028236.2000296176,BuySell,381,,,Trades - Net Profit/Loss,381,,,DrawDown,381,0.6764002391069764,2.4873855750806046
382,,382,2019-10-23 11:30:00,87.48082338701461,87.59752932149424,87.39329393615489,87.39329393615489,3576800.0,0.0,TestStrategy,382,737355.4791666666,Broker,382,765822.9063521937,1028002.7881606583,BuySell,382,,,Trades - Net Profit/Loss,382,,,DrawDown,382,0.6989469137438832,2.4873855750806046
383,,383,2019-10-23 14:00:00,87.41274492523483,87.6364312996541,87.32521547437513,87.37384294707496,4946700.0,0.0,TestStrategy,383,737355.5833333334,Broker,383,765822.9063521937,1027944.4351934185,BuySell,383,,,Trades - Net Profit/Loss,383,,,DrawDown,383,0.704583582403107,2.4873855750806046
384,,384,2019-10-23 15:00:00,87.37384294707496,87.41274492523483,86.76113679105694,87.04317613271604,10863000.0,0.0,TestStrategy,384,737355.625,Broker,384,765822.9063521937,1026952.4347503418,BuySell,384,,,Trades - Net Profit/Loss,384,,,DrawDown,384,0.8004069496099241,2.4873855750806046
385,,385,2019-10-24 10:30:00,87.38356844161493,87.56835283787434,86.92647019823642,87.40301943069487,11388000.0,0.0,TestStrategy,385,737356.4375,Broker,385,765822.9063521937,1028031.9646442783,BuySell,385,,,Trades - Net Profit/Loss,385,,,DrawDown,385,0.6961285794142656,2.4873855750806046
386,,386,2019-10-24 11:30:00,87.39329393615489,87.48082338701461,86.751411296517,86.84866624191667,6676300.0,0.0,TestStrategy,386,737356.4791666666,Broker,386,765822.9063521937,1026368.9050779437,BuySell,386,,,Trades - Net Profit/Loss,386,,,DrawDown,386,0.856773636202174,2.4873855750806046
387,,387,2019-10-24 14:00:00,86.84866624191667,87.04317613271604,86.51799942755774,86.70278382381714,8886600.0,0.0,TestStrategy,387,737356.5833333334,Broker,387,765822.9063521937,1025931.2578236451,BuySell,387,,,Trades - Net Profit/Loss,387,,,DrawDown,387,0.8990486511463586,2.4873855750806046
388,,388,2019-10-24 15:00:00,86.64443085657734,87.35439195799502,86.57635239479755,87.33494096891508,9102700.0,0.0,TestStrategy,388,737356.625,Broker,388,765822.9063521937,1027827.7292589389,BuySell,388,,,Trades - Net Profit/Loss,388,,,DrawDown,388,0.7158569197215549,2.4873855750806046
389,,389,2019-10-25 10:30:00,85.5843519517208,86.04145019509932,84.71878293766362,85.35094008276157,61432300.0,0.0,TestStrategy,389,737357.4375,Broker,389,765822.9063521937,1021875.7266004784,BuySell,389,,,Trades - Net Profit/Loss,389,,,DrawDown,389,1.2907971229624793,2.4873855750806046
390,,390,2019-10-25 11:30:00,85.35094008276157,85.86639129337988,85.17588118104213,85.70105788620042,19672900.0,0.0,TestStrategy,390,737357.4791666666,Broker,390,765822.9063521937,1022926.0800107949,BuySell,390,,,Trades - Net Profit/Loss,390,,,DrawDown,390,1.1893370870964384,2.4873855750806046
391,,391,2019-10-25 14:00:00,85.69133239166045,85.73995986436029,85.3120381046017,85.57462645718083,12866200.0,0.0,TestStrategy,391,737357.5833333334,Broker,391,765822.9063521937,1022546.7857237362,BuySell,391,,,Trades - Net Profit/Loss,391,,,DrawDown,391,1.225975433381399,2.4873855750806046
392,,392,2019-10-25 15:00:00,85.57462645718083,85.89556777699977,85.54544997356092,85.5843519517208,18948100.0,0.0,TestStrategy,392,737357.625,Broker,392,765822.9063521937,1022575.9622073561,BuySell,392,,,Trades - Net Profit/Loss,392,,,DrawDown,392,1.2231570990517815,2.4873855750806046
393,,393,2019-10-28 10:30:00,85.96364623877956,86.39156799853816,85.46764601724118,85.69133239166045,31287900.0,0.0,TestStrategy,393,737360.4375,Broker,393,765822.9063521937,1022896.9035271751,BuySell,393,,,Trades - Net Profit/Loss,393,,,DrawDown,393,1.1921554214260446,2.4873855750806046
394,,394,2019-10-28 11:30:00,85.68160689712047,86.2262345913587,85.5551754681009,86.16788162411889,12875700.0,0.0,TestStrategy,394,737360.4791666666,Broker,394,765822.9063521937,1024326.5512245503,BuySell,394,,,Trades - Net Profit/Loss,394,,,DrawDown,394,1.054057039275043,2.4873855750806046
395,,395,2019-10-28 14:00:00,86.16788162411889,86.31376404221842,85.87611678791984,86.26513656951859,10375000.0,0.0,TestStrategy,395,737360.5833333334,Broker,395,765822.9063521937,1024618.3160607495,BuySell,395,,,Trades - Net Profit/Loss,395,,,DrawDown,395,1.0258736959789125,2.4873855750806046
396,,396,2019-10-28 15:00:00,86.25541107497861,86.25541107497861,85.97337173331952,86.20678360227878,10564000.0,0.0,TestStrategy,396,737360.625,Broker,396,765822.9063521937,1024443.2571590301,BuySell,396,,,Trades - Net Profit/Loss,396,,,DrawDown,396,1.042783701956584,2.4873855750806046
397,,397,2019-10-29 10:30:00,86.23596008589868,86.58607788933753,85.97337173331952,86.34294052583833,15324800.0,0.0,TestStrategy,397,737361.4375,Broker,397,765822.9063521937,1024851.7279297087,BuySell,397,,,Trades - Net Profit/Loss,397,,,DrawDown,397,1.003327021342017,2.4873855750806046
398,,398,2019-10-29 11:30:00,86.34294052583833,86.50827393301779,86.24568558043865,86.26513656951859,6402500.0,0.0,TestStrategy,398,737361.4791666666,Broker,398,765822.9063521937,1024618.3160607495,BuySell,398,,,Trades - Net Profit/Loss,398,,,DrawDown,398,1.0258736959789125,2.4873855750806046
399,,399,2019-10-29 14:00:00,86.26513656951859,86.31376404221842,85.56490096264086,85.71078338074038,12498200.0,0.0,TestStrategy,399,737361.5833333334,Broker,399,765822.9063521937,1022955.2564944148,BuySell,399,,,Trades - Net Profit/Loss,399,,,DrawDown,399,1.186518752766832,2.4873855750806046
400,,400,2019-10-29 15:00:00,85.71078338074038,85.88584228245982,85.67188140258051,85.77886184252016,8930100.0,0.0,TestStrategy,400,737361.625,Broker,400,765822.9063521937,1023159.4918797541,BuySell,400,,,Trades - Net Profit/Loss,400,,,DrawDown,400,1.166790412459543,2.4873855750806046
401,,401,2019-10-30 10:30:00,85.5843519517208,85.92474426061968,85.26341063190183,85.91501876607971,17681300.0,0.0,TestStrategy,401,737362.4375,Broker,401,765822.9063521937,1023567.9626504328,BuySell,401,,,Trades - Net Profit/Loss,401,,,DrawDown,401,1.1273337318449645,2.4873855750806046
402,,402,2019-10-30 11:30:00,85.92474426061968,85.93446975515965,85.48709700632112,85.66215590804055,8160000.0,0.0,TestStrategy,402,737362.4791666666,Broker,402,765822.9063521937,1022809.3740763153,BuySell,402,,,Trades - Net Profit/Loss,402,,,DrawDown,402,1.200610424414886,2.4873855750806046
403,,403,2019-10-30 14:00:00,85.66215590804055,85.69133239166045,85.48709700632112,85.54544997356092,6474700.0,0.0,TestStrategy,403,737362.5833333334,Broker,403,765822.9063521937,1022459.2562728764,BuySell,403,,,Trades - Net Profit/Loss,403,,,DrawDown,403,1.2344304363702405,2.4873855750806046
404,,404,2019-10-30 15:00:00,85.53572447902096,85.60380294080073,85.45792052270122,85.53572447902096,11336200.0,0.0,TestStrategy,404,737362.625,Broker,404,765822.9063521937,1022430.0797892566,BuySell,404,,,Trades - Net Profit/Loss,404,,,DrawDown,404,1.2372487706998467,2.4873855750806046
405,,405,2019-10-31 10:30:00,85.38984206092144,86.0122737114794,85.38984206092144,85.67188140258051,12252600.0,0.0,TestStrategy,405,737363.4375,Broker,405,765822.9063521937,1022838.5505599352,BuySell,405,,,Trades - Net Profit/Loss,405,,,DrawDown,405,1.1977920900852796,2.4873855750806046
406,,406,2019-10-31 11:30:00,85.67188140258051,86.26513656951859,85.66215590804055,86.16788162411889,8495800.0,0.0,TestStrategy,406,737363.4791666666,Broker,406,765822.9063521937,1024326.5512245503,BuySell,406,,,Trades - Net Profit/Loss,406,,,DrawDown,406,1.054057039275043,2.4873855750806046
407,,407,2019-10-31 14:00:00,86.11925415141906,86.26513656951859,85.93446975515965,85.94419524969962,7844100.0,0.0,TestStrategy,407,737363.5833333334,Broker,407,765822.9063521937,1023655.4921012926,BuySell,407,,,Trades - Net Profit/Loss,407,,,DrawDown,407,1.118878728856123,2.4873855750806046
408,,408,2019-10-31 15:00:00,85.94419524969962,86.10952865687909,85.70105788620042,85.70105788620042,8776200.0,0.0,TestStrategy,408,737363.625,Broker,408,765822.9063521937,1022926.0800107949,BuySell,408,,,Trades - Net Profit/Loss,408,,,DrawDown,408,1.1893370870964384,2.4873855750806046
409,,409,2019-11-01 10:30:00,85.70105788620042,86.15815612957894,85.61352843534071,86.07062667871922,11641100.0,0.0,TestStrategy,409,737364.4375,Broker,409,765822.9063521937,1024034.7863883513,BuySell,409,,,Trades - Net Profit/Loss,409,,,DrawDown,409,1.0822403825711624,2.4873855750806046
410,,410,2019-11-01 11:30:00,86.07062667871922,87.33494096891508,85.99282272239948,87.16960756173562,17634800.0,0.0,TestStrategy,410,737364.4791666666,Broker,410,765822.9063521937,1027331.7290374006,BuySell,410,,,Trades - Net Profit/Loss,410,,,DrawDown,410,0.7637686033249633,2.4873855750806046
411,,411,2019-11-01 14:00:00,87.19878404535552,87.55862734333436,86.80003876921684,87.50027437609454,18011300.0,0.0,TestStrategy,411,737364.5833333334,Broker,411,765822.9063521937,1028323.7294804773,BuySell,411,,,Trades - Net Profit/Loss,411,,,DrawDown,411,0.6679452361181463,2.4873855750806046
412,,412,2019-11-01 15:00:00,87.50027437609454,87.57807833241428,87.32521547437513,87.56835283787434,17806700.0,0.0,TestStrategy,412,737364.625,Broker,412,765822.9063521937,1028527.9648658168,BuySell,412,,,Trades - Net Profit/Loss,412,,,DrawDown,412,0.6482168958108459,2.4873855750806046
413,,413,2019-11-04 10:30:00,87.86984316861334,88.11298053211254,87.44192140885472,87.5197253651745,22202100.0,0.0,TestStrategy,413,737367.4375,Broker,413,765822.9063521937,1028382.0824477172,BuySell,413,,,Trades - Net Profit/Loss,413,,,DrawDown,413,0.6623085674589112,2.4873855750806046
414,,414,2019-11-04 11:30:00,87.50999987063453,88.02545108125284,87.47109789247463,87.9476471249331,11059300.0,0.0,TestStrategy,414,737367.4791666666,Broker,414,765822.9063521937,1029665.847726993,BuySell,414,,,Trades - Net Profit/Loss,414,,,DrawDown,414,0.5383018569559637,2.4873855750806046
415,,415,2019-11-04 14:00:00,87.95737261947305,88.06435305941271,87.57807833241428,87.7628627286737,8290400.0,0.0,TestStrategy,415,737367.5833333334,Broker,415,765822.9063521937,1029111.4945382148,BuySell,415,,,Trades - Net Profit/Loss,415,,,DrawDown,415,0.5918502092186072,2.4873855750806046
416,,416,2019-11-04 15:00:00,87.7628627286737,87.98654910309295,87.64615679419408,87.81149020137354,9019000.0,0.0,TestStrategy,416,737367.625,Broker,416,765822.9063521937,1029257.3769563143,BuySell,416,,,Trades - Net Profit/Loss,416,,,DrawDown,416,0.577758537570542,2.4873855750806046
417,,417,2019-11-05 10:30:00,87.8212156959135,87.8212156959135,87.2085095398955,87.32521547437513,16556600.0,0.0,TestStrategy,417,737368.4375,Broker,417,765822.9063521937,1027798.5527753191,BuySell,417,,,Trades - Net Profit/Loss,417,,,DrawDown,417,0.7186752540511611,2.4873855750806046
418,,418,2019-11-05 11:30:00,87.33494096891508,88.29776492837196,87.33494096891508,88.13243152119249,19204200.0,0.0,TestStrategy,418,737368.4791666666,Broker,418,765822.9063521937,1030220.2009157711,BuySell,418,,,Trades - Net Profit/Loss,418,,,DrawDown,418,0.4847535046933425,2.4873855750806046
419,,419,2019-11-05 14:00:00,88.1616080048124,88.74513767721048,87.93792163039312,88.05462756487275,17368100.0,0.0,TestStrategy,419,737368.5833333334,Broker,419,765822.9063521937,1029986.7890468119,BuySell,419,,,Trades - Net Profit/Loss,419,,,DrawDown,419,0.507300179330238,2.4873855750806046
420,,420,2019-11-05 15:00:00,88.05462756487275,88.06435305941271,87.53917635425444,87.58780382695427,12356500.0,0.0,TestStrategy,420,737368.625,Broker,420,765822.9063521937,1028586.3178330564,BuySell,420,,,Trades - Net Profit/Loss,420,,,DrawDown,420,0.6425802271516333,2.4873855750806046
421,,421,2019-11-06 10:30:00,87.56835283787434,87.90874514677321,87.28631349621524,87.34466646345506,15119500.0,0.0,TestStrategy,421,737369.4375,Broker,421,765822.9063521937,1027856.9057425589,BuySell,421,,,Trades - Net Profit/Loss,421,,,DrawDown,421,0.7130385853919372,2.4873855750806046
422,,422,2019-11-06 11:30:00,87.34466646345506,87.48082338701461,87.21823503443548,87.44192140885472,6797000.0,0.0,TestStrategy,422,737369.4791666666,Broker,422,765822.9063521937,1028148.6705787578,BuySell,422,,,Trades - Net Profit/Loss,422,,,DrawDown,422,0.6848552420958292,2.4873855750806046
423,,423,2019-11-06 14:00:00,87.43219591431478,87.58780382695427,87.33494096891508,87.54890184879437,7184100.0,0.0,TestStrategy,423,737369.5833333334,Broker,423,765822.9063521937,1028469.6118985768,BuySell,423,,,Trades - Net Profit/Loss,423,,,DrawDown,423,0.653853564470081,2.4873855750806046
424,,424,2019-11-06 15:00:00,87.53917635425444,87.62670580511414,87.36411745253498,87.52945085971444,9529500.0,0.0,TestStrategy,424,737369.625,Broker,424,765822.9063521937,1028411.2589313369,BuySell,424,,,Trades - Net Profit/Loss,424,,,DrawDown,424,0.6594902331293161,2.4873855750806046
425,,425,2019-11-07 10:30:00,87.52945085971444,87.55862734333436,86.82921525283675,87.54890184879437,13557700.0,0.0,TestStrategy,425,737370.4375,Broker,425,765822.9063521937,1028469.6118985768,BuySell,425,,,Trades - Net Profit/Loss,425,,,DrawDown,425,0.653853564470081,2.4873855750806046
426,,426,2019-11-07 11:30:00,87.55862734333436,87.61698031057418,86.92647019823642,86.9361956927764,7192400.0,0.0,TestStrategy,426,737370.4791666666,Broker,426,765822.9063521937,1026631.4934305229,BuySell,426,,,Trades - Net Profit/Loss,426,,,DrawDown,426,0.8314086272356609,2.4873855750806046
427,,427,2019-11-07 14:00:00,86.9361956927764,87.38356844161493,86.92647019823642,87.27658800167528,4085200.0,0.0,TestStrategy,427,737370.5833333334,Broker,427,765822.9063521937,1027652.6703572195,BuySell,427,,,Trades - Net Profit/Loss,427,,,DrawDown,427,0.7327669256992264,2.4873855750806046
428,,428,2019-11-07 15:00:00,87.24741151805537,87.52945085971444,87.12098008903578,87.30576448529517,7147800.0,0.0,TestStrategy,428,737370.625,Broker,428,765822.9063521937,1027740.1998080792,BuySell,428,,,Trades - Net Profit/Loss,428,,,DrawDown,428,0.7243119227103962,2.4873855750806046
429,,429,2019-11-08 10:30:00,88.0060000921729,88.02545108125284,87.22796052897543,87.22796052897543,15741600.0,0.0,TestStrategy,429,737371.4375,Broker,429,765822.9063521937,1027506.78793912,BuySell,429,,,Trades - Net Profit/Loss,429,,,DrawDown,429,0.7468585973472917,2.4873855750806046
430,,430,2019-11-08 11:30:00,87.18905855081557,87.68505877235394,87.16960756173562,87.48082338701461,6928200.0,0.0,TestStrategy,430,737371.4791666666,Broker,430,765822.9063521937,1028265.3765132375,BuySell,430,,,Trades - Net Profit/Loss,430,,,DrawDown,430,0.6735819047773701,2.4873855750806046
431,,431,2019-11-08 14:00:00,87.4516469033947,87.50027437609454,87.05290162725602,87.11125459449582,9066700.0,0.0,TestStrategy,431,737371.5833333334,Broker,431,765822.9063521937,1027156.6701356812,BuySell,431,,,Trades - Net Profit/Loss,431,,,DrawDown,431,0.7806786093026349,2.4873855750806046
432,,432,2019-11-08 15:00:00,87.10152909995585,87.16960756173562,86.72223481289709,86.72223481289709,11891000.0,0.0,TestStrategy,432,737371.625,Broker,432,765822.9063521937,1025989.6107908849,BuySell,432,,,Trades - Net Profit/Loss,432,,,DrawDown,432,0.8934119824871347,2.4873855750806046
433,,433,2019-11-11 10:30:00,86.07062667871922,86.07062667871922,85.49682250086109,85.91501876607971,20079800.0,0.0,TestStrategy,433,737374.4375,Broker,433,765822.9063521937,1023567.9626504328,BuySell,433,,,Trades - Net Profit/Loss,433,,,DrawDown,433,1.1273337318449645,2.4873855750806046
434,,434,2019-11-11 11:30:00,85.91501876607971,86.08035217325919,85.68160689712047,85.97337173331952,7817300.0,0.0,TestStrategy,434,737374.4791666666,Broker,434,765822.9063521937,1023743.0215521522,BuySell,434,,,Trades - Net Profit/Loss,434,,,DrawDown,434,1.1104237258672929,2.4873855750806046
435,,435,2019-11-11 14:00:00,85.98309722785949,86.15815612957894,85.91501876607971,85.97337173331952,6139800.0,0.0,TestStrategy,435,737374.5833333334,Broker,435,765822.9063521937,1023743.0215521522,BuySell,435,,,Trades - Net Profit/Loss,435,,,DrawDown,435,1.1104237258672929,2.4873855750806046
436,,436,2019-11-11 15:00:00,86.00254821693943,86.08035217325919,85.68160689712047,85.78858733706012,10219700.0,0.0,TestStrategy,436,737374.625,Broker,436,765822.9063521937,1023188.6683633741,BuySell,436,,,Trades - Net Profit/Loss,436,,,DrawDown,436,1.1639720781299252,2.4873855750806046
437,,437,2019-11-12 10:30:00,85.96364623877956,86.09007766779915,85.67188140258051,85.85666579883991,10464300.0,0.0,TestStrategy,437,737375.4375,Broker,437,765822.9063521937,1023392.9037487134,BuySell,437,,,Trades - Net Profit/Loss,437,,,DrawDown,437,1.1442437378226362,2.4873855750806046
438,,438,2019-11-12 11:30:00,85.85666579883991,85.96364623877956,85.45792052270122,85.50654799540106,11098200.0,0.0,TestStrategy,438,737375.4791666666,Broker,438,765822.9063521937,1022342.5503383968,BuySell,438,,,Trades - Net Profit/Loss,438,,,DrawDown,438,1.2457037736886882,2.4873855750806046
439,,439,2019-11-12 14:00:00,85.52599898448099,85.77886184252016,85.43846953362127,85.63297942442064,9427700.0,0.0,TestStrategy,439,737375.5833333334,Broker,439,765822.9063521937,1022721.8446254556,BuySell,439,,,Trades - Net Profit/Loss,439,,,DrawDown,439,1.2090654274037276,2.4873855750806046
440,,440,2019-11-12 15:00:00,85.63297942442064,85.81776382068003,85.54544997356092,85.7983128316001,8554400.0,0.0,TestStrategy,440,737375.625,Broker,440,765822.9063521937,1023217.8448469939,BuySell,440,,,Trades - Net Profit/Loss,440,,,DrawDown,440,1.161153743800319,2.4873855750806046
441,,441,2019-11-13 10:30:00,85.5551754681009,85.7691363479802,85.14670469742222,85.28286162098179,14741500.0,0.0,TestStrategy,441,737376.4375,Broker,441,765822.9063521937,1021671.491215139,BuySell,441,,,Trades - Net Profit/Loss,441,,,DrawDown,441,1.3105254632697683,2.4873855750806046
442,,442,2019-11-13 11:30:00,85.29258711552174,85.89556777699977,85.28286162098179,85.68160689712047,9424600.0,0.0,TestStrategy,442,737376.4791666666,Broker,442,765822.9063521937,1022867.7270435551,BuySell,442,,,Trades - Net Profit/Loss,442,,,DrawDown,442,1.1949737557556621,2.4873855750806046
443,,443,2019-11-13 14:00:00,85.68160689712047,85.77886184252016,85.29258711552174,85.5843519517208,6443400.0,0.0,TestStrategy,443,737376.5833333334,Broker,443,765822.9063521937,1022575.9622073561,BuySell,443,,,Trades - Net Profit/Loss,443,,,DrawDown,443,1.2231570990517815,2.4873855750806046
444,,444,2019-11-13 15:00:00,85.5843519517208,85.67188140258051,85.47737151178116,85.5843519517208,7477600.0,0.0,TestStrategy,444,737376.625,Broker,444,765822.9063521937,1022575.9622073561,BuySell,444,,,Trades - Net Profit/Loss,444,,,DrawDown,444,1.2231570990517815,2.4873855750806046
445,,445,2019-11-14 10:30:00,86.05117568963927,86.05117568963927,85.38984206092144,85.68160689712047,9356000.0,0.0,TestStrategy,445,737377.4375,Broker,445,765822.9063521937,1022867.7270435551,BuySell,445,,,Trades - Net Profit/Loss,445,,,DrawDown,445,1.1949737557556621,2.4873855750806046
446,,446,2019-11-14 11:30:00,85.66215590804055,85.85666579883991,85.49682250086109,85.5551754681009,6454100.0,0.0,TestStrategy,446,737377.4791666666,Broker,446,765822.9063521937,1022488.4327564964,BuySell,446,,,Trades - Net Profit/Loss,446,,,DrawDown,446,1.231612102040623,2.4873855750806046
447,,447,2019-11-14 14:00:00,85.5551754681009,85.87611678791984,85.48709700632112,85.86639129337988,7899800.0,0.0,TestStrategy,447,737377.5833333334,Broker,447,765822.9063521937,1023422.0802323333,BuySell,447,,,Trades - Net Profit/Loss,447,,,DrawDown,447,1.1414254034930298,2.4873855750806046
448,,448,2019-11-14 15:00:00,85.86639129337988,85.95392074423958,85.60380294080073,85.61352843534071,8640700.0,0.0,TestStrategy,448,737377.625,Broker,448,765822.9063521937,1022663.4916582159,BuySell,448,,,Trades - Net Profit/Loss,448,,,DrawDown,448,1.2147020960629402,2.4873855750806046
449,,449,2019-11-15 10:30:00,85.3995675554614,85.77886184252016,85.29258711552174,85.3995675554614,13800500.0,0.0,TestStrategy,449,737378.4375,Broker,449,765822.9063521937,1022021.6090185778,BuySell,449,,,Trades - Net Profit/Loss,449,,,DrawDown,449,1.2767054513144251,2.4873855750806046
