,510300,510500,512290,512660,512760,512800,512880,513500,持仓金额,发生金额,账面现金,基金申赎,总资产,份额确认,基金份额,基金净值
2019/9/23,29685,0,0,52194.6,103967.4,0,0,0,185847,564191.87,564191.87,0,750038.87,0,689963.3846,1.087070541
2019/9/24,29707.5,0,0,52066.2,104111.2,0,0,0,185884.9,564191.87,564191.87,0,750076.77,0,689963.3846,1.087125472
2019/9/25,29505,0,0,51039,98862.5,0,0,0,179406.5,564191.87,564191.87,0,743598.37,0,689963.3846,1.077735988
2019/9/26,29302.5,0,0,0,0,0,0,0,29302.5,708323.72,708323.72,0,737626.22,0,689963.3846,1.069080239
2019/9/27,29370,0,0,0,0,0,0,0,29370,708323.72,708323.72,0,737693.72,0,689963.3846,1.06917807
2019/9/30,29017.5,0,0,0,0,0,0,0,29017.5,708323.72,708323.72,0,737341.22,0,689963.3846,1.068667173
2019/10/8,29205,0,0,0,0,0,0,0,29205,708323.72,708323.72,0,737528.72,0,689963.3846,1.068938927
2019/10/9,29287.5,0,0,0,0,0,0,0,29287.5,708323.72,708323.72,0,737611.22,0,689963.3846,1.069058499
2019/10/10,29497.5,0,0,0,0,0,0,0,29497.5,708323.72,708323.72,0,737821.22,0,689963.3846,1.069362863
2019/10/11,29857.5,0,0,0,0,0,0,0,29857.5,708323.72,708323.72,0,738181.22,0,689963.3846,1.069884629
2019/10/14,30075,0,59650,0,0,0,58500,0,148225,589137.97,589137.97,0,737362.97,0,689963.3846,1.068698697
2019/10/15,29977.5,0,59500,0,0,0,57840,0,147317.5,489137.97,489137.97,-100000,636455.47,-93571.74318,596391.6414,1.067177046
2019/10/16,29872.5,0,120200,0,0,0,57420,0,207492.5,428919.91,428919.91,0,636412.41,0,596391.6414,1.067104845
2019/10/17,29917.5,0,120100,0,25400,0,57300,0,232717.5,403492.28,403492.28,0,636209.78,0,596391.6414,1.066765085
2019/10/18,29482.5,0,120300,0,24800,0,55920,0,230502.5,403492.28,403492.28,0,633994.78,0,596391.6414,1.063051082
2019/10/21,29550,0,118100,0,24840,0,55380,0,227870,403492.28,403492.28,0,631362.28,0,596391.6414,1.058637037
2019/10/22,29662.5,0,120600,0,25320,0,55680,0,231262.5,403492.28,403492.28,0,634754.78,0,596391.6414,1.064325413
2019/10/23,29505,0,117600,0,25100,0,55140,0,227345,403492.28,403492.28,0,630837.28,0,596391.6414,1.057756743
2019/10/24,29542.5,0,175500,0,24940,0,83250,0,313232.5,317196.39,317196.39,0,630428.89,0,596391.6414,1.057071975
2019/10/25,29722.5,0,176550,0,25300,0,84330,0,315902.5,317196.39,317196.39,0,633098.89,0,596391.6414,1.061548898
2019/10/28,29895,0,239400,0,91560,0,85500,0,446355,192208.9,192208.9,0,638563.9,0,596391.6414,1.070712357
2019/10/29,29797.5,0,238200,0,89250,0,83790,0,441037.5,192208.9,192208.9,0,633246.4,0,596391.6414,1.061796236
2019/10/30,29602.5,0,235200,0,91350,0,82890,0,439042.5,262208.9,262208.9,70000,701251.4,65926.02011,662317.6615,1.058784086
2019/10/31,29587.5,0,238000,0,91280,0,82800,0,441667.5,262208.9,262208.9,0,703876.4,0,662317.6615,1.062747441
2019/11/1,30195,0,241000,0,91770,0,83970,0,446935,262208.9,262208.9,0,709143.9,0,662317.6615,1.070700573
2019/11/4,30292.5,0,244200,0,92890,0,84060,0,451442.5,242208.9,242208.9,-20000,693651.4,-18679.35863,643638.3029,1.07770373
2019/11/5,30465,0,244400,0,94150,0,85230,0,454245,242208.9,242208.9,0,696453.9,0,643638.3029,1.082057884
2019/11/6,30337.5,0,242200,0,91980,0,84330,0,448847.5,242208.9,242208.9,0,691056.4,0,643638.3029,1.073671963
2019/11/7,30375,0,244400,0,92400,0,84690,0,451865,242208.9,242208.9,0,694073.9,0,643638.3029,1.078360155
2019/11/8,30255,0,243000,0,92680,0,83520,0,449455,242208.9,242208.9,0,691663.9,0,643638.3029,1.074615816
2019/11/11,29752.5,0,237800,0,90300,0,81990,0,439842.5,242208.9,242208.9,0,682051.4,0,643638.3029,1.059681186
2019/11/12,29715,0,238600,0,89740,0,82170,0,440225,242208.9,242208.9,0,682433.9,0,643638.3029,1.060275464
2019/11/13,29692.5,0,240800,0,93450,0,81450,0,445392.5,242208.9,242208.9,0,687601.4,0,643638.3029,1.068304041
2019/11/14,29715,0,243400,0,96110,0,40815,0,410040,282876.7,282876.7,0,692916.7,0,643638.3029,1.076562251
2019/11/15,29572.5,0,242600,0,95480,0,40320,0,407972.5,282876.7,282876.7,0,690849.2,0,643638.3029,1.073350043
2019/11/18,29782.5,0,242600,0,95340,0,40815,0,408537.5,362876.7,362876.7,80000,771414.2,74533.00117,718171.3041,1.074136763
2019/11/19,30082.5,0,247800,0,96740,0,41130,0,415752.5,362876.7,362876.7,0,778629.2,0,718171.3041,1.084183113
2019/11/20,29775,0,247200,0,95480,0,40500,0,412955,362876.7,362876.7,0,775831.7,0,718171.3041,1.080287803
2019/11/21,29625,0,246000,0,95340,0,40500,0,411465,362876.7,362876.7,0,774341.7,0,718171.3041,1.078213089
2019/11/22,29310,0,235400,0,93030,0,40455,0,398195,362876.7,362876.7,0,761071.7,0,718171.3041,1.059735603
2019/11/25,29520,0,232200,0,89040,0,40635,0,391395,362876.7,362876.7,0,754271.7,0,718171.3041,1.05026711
2019/11/26,29565,0,231000,0,89740,0,40455,0,390760,362876.7,362876.7,0,753636.7,0,718171.3041,1.04938292
2019/11/27,29520,0,231600,0,93590,0,40275,0,394985,362876.7,362876.7,0,757861.7,0,718171.3041,1.055265917
2019/11/28,29475,0,232600,0,93100,0,40275,0,395450,362876.7,362876.7,0,758326.7,0,718171.3041,1.055913395
2019/11/29,29152.5,0,227800,0,93380,0,40410,0,390742.5,362876.7,362876.7,0,753619.2,0,718171.3041,1.049358552
2019/12/2,29212.5,0,224000,0,95970,0,40680,0,389862.5,362876.7,362876.7,0,752739.2,0,718171.3041,1.048133218
2019/12/3,29332.5,0,112400,0,239360,0,40950,0,422042.5,336702.33,336702.33,0,758744.83,0,718171.3041,1.05649561
2019/12/4,29347.5,0,113600,0,353250,0,40815,0,537012.5,223708.44,223708.44,0,760720.94,0,718171.3041,1.059247196
2019/12/5,29565,0,115100,0,359500,0,41445,0,545610,223708.44,223708.44,0,769318.44,0,718171.3041,1.071218574
2019/12/6,29745,0,115500,0,368250,0,41670,0,555165,223708.44,223708.44,0,778873.44,0,718171.3041,1.084523199
2019/12/9,29647.5,0,113800,0,372750,0,41580,0,557777.5,223708.44,223708.44,0,781485.94,0,718171.3041,1.08816091
2019/12/10,29670,0,115300,0,483525,0,41535,0,670030,124098.57,124098.57,0,794128.57,0,718171.3041,1.10576483
2019/12/11,29250,0,115200,0,480060,0,41580,0,666090,124098.57,124098.57,0,790188.57,0,718171.3041,1.100278674
2019/12/12,29167.5,0,115400,0,495180,0,41355,0,681102.5,124098.57,124098.57,0,805201.07,0,718171.3041,1.121182461
2019/12/13,29760,0,117500,0,497385,0,43065,0,687710,124563.57,124563.57,0,812273.57,0,718171.3041,1.13103039
2019/12/16,29850,0,118000,0,505890,0,43605,0,697345,124563.57,124563.57,0,821908.57,0,718171.3041,1.144446409
2019/12/17,30315,0,118900,0,504945,0,44955,0,699115,124563.57,124563.57,0,823678.57,0,718171.3041,1.146911002
